report_id,bug_id,bug_category,severity,recurrent,bug_create_time,bug_page,title,description,img_url,test_case_name,test_case_front,test_case_behind,test_case_description
5ee5aeed4cedfd000d3c6d6f,5ee5b0dc4cedfd000d3c6dea,其他,1,大概率复现,2020/6/14 5:08,登录-登录,输入注册内容，点击邀请码输入框，不可输入邀请码,输入注册内容，点击邀请码输入框，不可输入邀请码,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1592111283429/1592111283429_1.jpg,功能测试,系统登录成功,注册时，点击邀请码输入框，,可输入对应邀请码
5ee5aeed4cedfd000d3c6d6f,5ee5d40c4cedfd000d3c7d62,其他,2,必现,2020/6/14 7:38,登录-登录-注册用户,注册时，手机号输入空格，提示有误,提示未输入参数,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1592120305146/1592120305146_90168B8F67DFB480229F1FC6439EEBC6.png,功能测试,系统登录成功,注册时，手机号输入空格,提示输入手机号格式有误，注册失败
5ee5aeed4cedfd000d3c6d6f,5ee5b8624cedfd000d3c70e1,其他,2,必现,2020/6/14 5:40,登录-登录-登录,会员使用期限有误,新注册用户可使用至7月31号，而不是2020.8.1,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1592113246517/1592113246517_6.jpg,会员使用期限,账号登录成功,打开我的信息,会员时间显示正确
5ee5aeed4cedfd000d3c6d6f,5ee5b6aa4cedfd000d3c7017,功能不完整,2,必现,2020/6/14 5:33,登录-登录,登录成功后，我的信息内的注册时间与上次登录时间不属实,登录成功后，我的信息内的注册时间与上次登录时间不属实，应显示正确的注册时间,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1592112807852/1592112807852_5.jpg,信息显示有误,账号登录成功，我的信息列表页显示内容,查看注册时间以及上册登录时间,显示正确的时间
5ee5aeed4cedfd000d3c6d6f,5ee5b4884cedfd000d3c6f2b,功能不完整,5,必现,2020/6/14 5:24,登录-登录-登录,在我的信息内，修改密码功能不可使用，点击后不可输入新密码,在我的信息内，修改密码功能不可使用，点击后不可输入新密码,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1592112262856/1592112262856_4.jpg,修改密码功能测试,账号密码登录成功,在我的信息内，密码行，点击修改密码，,输入新密码，保存成功
5ee5aef74cedfd000d3c6d70,5ee5afe24cedfd000d3c6da3,用户体验,5,必现,2020/6/14 5:04,用户体验-用户体验-用户体验,初次进入网站等待时间过长,"1.进入网址连接
2.查看页面显示
3.长时间等待仍无法加载完成",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1592111075213/1592111075213_1.png,初次进入系统功能测试,1.打开网址连接,1.查看页面,正常进入页面
5ee5aef74cedfd000d3c6d70,5ee5b9b64cedfd000d3c7188,页面布局缺陷,2,必现,2020/6/14 5:46,我的信息-基本信息-上次登录,个人信息页面上次登录显示错误,"1.登录成功
2.进入个人信息界面
3.查看上次登录时间显示
4.预期结果：2020-06-14 13:50:49
实际结果：2020-06-14 05:39:49",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1592114324727/1592114324727_1.PNG,个人信息界面上次登录时间正常显示验证,"1.登录成功
2.进入个人信息界面",1.查看上次登录时间显示,上次登录时间正常显示
5ee5aef74cedfd000d3c6d70,5ee5bba84cedfd000d3c7263,安全,5,必现,2020/6/14 5:54,我的信息-基本信息-密码,个人信息界面修改密码功能，新密码与确认密码不一致，提示保存成功,"1.登录系统
2.进入个人信息界面
3.点击密码后面的修改按钮
4.输入新密码
5.确认密码与新密码输入不一致
6.点击保存按钮
7.预期结果：提示新密码与确认密码不一致
实际结果：保存成功","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1592114824576/1592114824576_3-1.PNG,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1592114827775/1592114827775_3-2.PNG",个人信息界面修改密码功能测试,"1.登录成功
2.进入个人信息界面","1.点击密码后面的修改按钮
2.输入新密码
3.输入确认密码
4.点击保存按钮",保存成功
5ee5aef74cedfd000d3c6d70,5ee5bc684cedfd000d3c72de,用户体验,5,必现,2020/6/14 5:58,我的信息-基本信息-密码,修改密码功能，新密码和确认密码输入为空，点击保存，提示信息错误,"1.登录系统
2.进入个人信息界面
3.点击密码后面的修改按钮
4.新密码和确认密码输入为空
5.点击保存
6预期结果：提示新密码输入不能为空
实际结果：提示尚未做出任何修改","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1592115016229/1592115016229_4-1.PNG,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1592115019888/1592115019888_4-2.PNG",个人信息界面修改密码功能测试,"1.登录成功
2.进入个人信息界面","1.点击密码后面的修改按钮
2.输入新密码
3.输入确认密码
4.点击保存按钮",保存成功
5ee5aef74cedfd000d3c6d70,5ee5d0e04cedfd000d3c7c0e,用户体验,5,必现,2020/6/14 7:25,我的信息-基本信息-密码,个人信息界面，修改新密码为空格，仍能保存成功,"1.登录系统
2.进入个人信息界面
3.点击密码后面的修改按钮
4.输入新密码为空格
5.输入确认密码为空格
6.点击保存，提示保存成功","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1592119502635/1592119502635_13-1.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1592119508034/1592119508034_13-2.png",个人信息界面修改密码功能测试,"1.登录成功
2.进入个人信息界面","1.点击密码后面的修改按钮
2.输入新密码
3.输入确认密码
4.点击保存按钮",保存成功
